x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.035316,4.03748,3.99789,3.98707,3.98569,3.9855,3.98549
0.03532,4.03414,3.99457,3.98376,3.98239,3.9822,3.98219
0.035324,4.0308,3.99126,3.98046,3.97909,3.9789,3.97889
0.035328,4.02745,3.98795,3.97716,3.97579,3.9756,3.97559
0.035332,4.02411,3.98464,3.97386,3.97249,3.97229,3.97229
0.035336,4.02077,3.98133,3.97055,3.96919,3.96899,3.96899
0.03534,4.01742,3.97802,3.96725,3.96589,3.96569,3.96569
0.035344,4.01408,3.97471,3.96395,3.96259,3.96239,3.96239
0.035348,4.01073,3.97139,3.96065,3.95928,3.95909,3.95909
0.035352,4.00739,3.96808,3.95734,3.95598,3.95579,3.95578
0.035356,4.00404,3.96477,3.95404,3.95268,3.95249,3.95248
0.03536,4.0007,3.96146,3.95074,3.94938,3.94918,3.94918
0.035364,3.99735,3.95814,3.94743,3.94608,3.94588,3.94588
0.035368,3.99401,3.95483,3.94413,3.94277,3.94258,3.94258
0.035372,3.99066,3.95152,3.94082,3.93947,3.93928,3.93927
0.035376,3.98732,3.9482,3.93752,3.93617,3.93597,3.93597
0.03538,3.98397,3.94489,3.93422,3.93286,3.93267,3.93267
0.035384,3.98063,3.94158,3.93091,3.92956,3.92937,3.92936
0.035388,3.97728,3.93826,3.92761,3.92626,3.92606,3.92606
0.035392,3.97393,3.93495,3.9243,3.92295,3.92276,3.92276
0.035396,3.97059,3.93163,3.921,3.91965,3.91946,3.91945
0.0354,3.96724,3.92832,3.91769,3.91635,3.91615,3.91615
0.035404,3.9639,3.92501,3.91439,3.91304,3.91285,3.91285
0.035408,3.96055,3.92169,3.91108,3.90974,3.90954,3.90954
0.035412,3.9572,3.91838,3.90778,3.90643,3.90624,3.90624
0.035416,3.95385,3.91506,3.90447,3.90313,3.90294,3.90293
0.03542,3.95051,3.91175,3.90116,3.89982,3.89963,3.89963
0.035424,3.94716,3.90843,3.89786,3.89652,3.89633,3.89632
0.035428,3.94381,3.90512,3.89455,3.89321,3.89302,3.89302
0.035432,3.94046,3.9018,3.89124,3.88991,3.88972,3.88971
0.035436,3.93712,3.89848,3.88794,3.8866,3.88641,3.88641
0.03544,3.93377,3.89517,3.88463,3.8833,3.8831,3.8831
0.035444,3.93042,3.89185,3.88132,3.87999,3.8798,3.8798
0.035448,3.92707,3.88853,3.87802,3.87668,3.87649,3.87649
0.035452,3.92372,3.88522,3.87471,3.87338,3.87319,3.87318
0.035456,3.92037,3.8819,3.8714,3.87007,3.86988,3.86988
0.03546,3.91702,3.87858,3.86809,3.86676,3.86657,3.86657
0.035464,3.91367,3.87527,3.86479,3.86346,3.86327,3.86326
0.035468,3.91032,3.87195,3.86148,3.86015,3.85996,3.85996
0.035472,3.90697,3.86863,3.85817,3.85684,3.85665,3.85665
0.035476,3.90362,3.86532,3.85486,3.85354,3.85335,3.85334
0.03548,3.90027,3.862,3.85155,3.85023,3.85004,3.85004
0.035484,3.89692,3.85868,3.84824,3.84692,3.84673,3.84673
0.035488,3.89357,3.85536,3.84493,3.84361,3.84342,3.84342
0.035492,3.89022,3.85204,3.84163,3.84031,3.84012,3.84011
0.035496,3.88687,3.84873,3.83832,3.837,3.83681,3.83681
0.0355,3.88352,3.84541,3.83501,3.83369,3.8335,3.8335
0.035504,3.88017,3.84209,3.8317,3.83038,3.83019,3.83019
0.035508,3.87682,3.83877,3.82839,3.82707,3.82688,3.82688
0.035512,3.87347,3.83545,3.82508,3.82376,3.82358,3.82357
0.035516,3.87012,3.83213,3.82177,3.82046,3.82027,3.82026
0.03552,3.86677,3.82881,3.81846,3.81715,3.81696,3.81695
0.035524,3.86341,3.82549,3.81515,3.81384,3.81365,3.81365
0.035528,3.86006,3.82217,3.81184,3.81053,3.81034,3.81034
0.035532,3.85671,3.81885,3.80853,3.80722,3.80703,3.80703
0.035536,3.85336,3.81553,3.80521,3.80391,3.80372,3.80372
0.03554,3.85,3.81221,3.8019,3.8006,3.80041,3.80041
0.035544,3.84665,3.80889,3.79859,3.79729,3.7971,3.7971
0.035548,3.8433,3.80557,3.79528,3.79398,3.79379,3.79379
0.035552,3.83994,3.80225,3.79197,3.79067,3.79048,3.79048
0.035556,3.83659,3.79893,3.78866,3.78736,3.78717,3.78717
0.03556,3.83324,3.79561,3.78535,3.78405,3.78386,3.78386
0.035564,3.82988,3.79229,3.78203,3.78073,3.78055,3.78054
0.035568,3.82653,3.78896,3.77872,3.77742,3.77724,3.77723
0.035572,3.82318,3.78564,3.77541,3.77411,3.77393,3.77392
0.035576,3.81982,3.78232,3.7721,3.7708,3.77061,3.77061
0.03558,3.81647,3.779,3.76878,3.76749,3.7673,3.7673
0.035584,3.81311,3.77568,3.76547,3.76418,3.76399,3.76399
0.035588,3.80976,3.77235,3.76216,3.76086,3.76068,3.76068
0.035592,3.8064,3.76903,3.75884,3.75755,3.75737,3.75736
0.035596,3.80305,3.76571,3.75553,3.75424,3.75406,3.75405
0.0356,3.79969,3.76239,3.75222,3.75093,3.75074,3.75074
0.035604,3.79634,3.75906,3.7489,3.74761,3.74743,3.74743
0.035608,3.79298,3.75574,3.74559,3.7443,3.74412,3.74411
0.035612,3.78963,3.75242,3.74227,3.74099,3.7408,3.7408
0.035616,3.78627,3.74909,3.73896,3.73768,3.73749,3.73749
0.03562,3.78291,3.74577,3.73564,3.73436,3.73418,3.73418
0.035624,3.77956,3.74245,3.73233,3.73105,3.73086,3.73086
0.035628,3.7762,3.73912,3.72902,3.72774,3.72755,3.72755
0.035632,3.77284,3.7358,3.7257,3.72442,3.72424,3.72423
0.035636,3.76949,3.73247,3.72238,3.72111,3.72092,3.72092
0.03564,3.76613,3.72915,3.71907,3.71779,3.71761,3.71761
0.035644,3.76277,3.72582,3.71575,3.71448,3.7143,3.71429
0.035648,3.75942,3.7225,3.71244,3.71116,3.71098,3.71098
0.035652,3.75606,3.71917,3.70912,3.70785,3.70767,3.70766
0.035656,3.7527,3.71585,3.70581,3.70453,3.70435,3.70435
0.03566,3.74934,3.71252,3.70249,3.70122,3.70104,3.70103
0.035664,3.74599,3.7092,3.69917,3.6979,3.69772,3.69772
0.035668,3.74263,3.70587,3.69586,3.69459,3.69441,3.6944
0.035672,3.73927,3.70255,3.69254,3.69127,3.69109,3.69109
0.035676,3.73591,3.69922,3.68922,3.68796,3.68778,3.68777
0.03568,3.73255,3.69589,3.68591,3.68464,3.68446,3.68446
0.035684,3.72919,3.69257,3.68259,3.68132,3.68114,3.68114
0.035688,3.72583,3.68924,3.67927,3.67801,3.67783,3.67782
0.035692,3.72247,3.68591,3.67595,3.67469,3.67451,3.67451
0.035696,3.71911,3.68259,3.67264,3.67138,3.67119,3.67119
0.0357,3.71575,3.67926,3.66932,3.66806,3.66788,3.66787
0.035704,3.71239,3.67593,3.666,3.66474,3.66456,3.66456
0.035708,3.70903,3.6726,3.66268,3.66142,3.66124,3.66124
0.035712,3.70567,3.66928,3.65936,3.65811,3.65793,3.65792
0.035716,3.70231,3.66595,3.65604,3.65479,3.65461,3.65461
0.03572,3.69895,3.66262,3.65273,3.65147,3.65129,3.65129
0.035724,3.69559,3.65929,3.64941,3.64815,3.64797,3.64797
0.035728,3.69223,3.65596,3.64609,3.64484,3.64466,3.64465
0.035732,3.68887,3.65264,3.64277,3.64152,3.64134,3.64134
0.035736,3.68551,3.64931,3.63945,3.6382,3.63802,3.63802
0.03574,3.68215,3.64598,3.63613,3.63488,3.6347,3.6347
0.035744,3.67879,3.64265,3.63281,3.63156,3.63138,3.63138
0.035748,3.67542,3.63932,3.62949,3.62824,3.62806,3.62806
0.035752,3.67206,3.63599,3.62617,3.62492,3.62475,3.62474
0.035756,3.6687,3.63266,3.62285,3.6216,3.62143,3.62142
0.03576,3.66534,3.62933,3.61953,3.61829,3.61811,3.6181
0.035764,3.66198,3.626,3.61621,3.61497,3.61479,3.61478
0.035768,3.65861,3.62267,3.61289,3.61165,3.61147,3.61147
0.035772,3.65525,3.61934,3.60956,3.60833,3.60815,3.60815
0.035776,3.65189,3.61601,3.60624,3.60501,3.60483,3.60483
0.03578,3.64852,3.61268,3.60292,3.60169,3.60151,3.60151
0.035784,3.64516,3.60935,3.5996,3.59837,3.59819,3.59819
0.035788,3.6418,3.60602,3.59628,3.59504,3.59487,3.59486
0.035792,3.63843,3.60269,3.59296,3.59172,3.59155,3.59154
0.035796,3.63507,3.59936,3.58963,3.5884,3.58823,3.58822
0.0358,3.63171,3.59602,3.58631,3.58508,3.58491,3.5849
0.035804,3.62834,3.59269,3.58299,3.58176,3.58158,3.58158
0.035808,3.62498,3.58936,3.57967,3.57844,3.57826,3.57826
0.035812,3.62161,3.58603,3.57634,3.57512,3.57494,3.57494
0.035816,3.61825,3.5827,3.57302,3.5718,3.57162,3.57162
0.03582,3.61488,3.57936,3.5697,3.56847,3.5683,3.56829
0.035824,3.61152,3.57603,3.56637,3.56515,3.56498,3.56497
0.035828,3.60815,3.5727,3.56305,3.56183,3.56165,3.56165
0.035832,3.60479,3.56937,3.55973,3.55851,3.55833,3.55833
0.035836,3.60142,3.56603,3.5564,3.55518,3.55501,3.55501
0.03584,3.59806,3.5627,3.55308,3.55186,3.55169,3.55168
0.035844,3.59469,3.55937,3.54976,3.54854,3.54836,3.54836
0.035848,3.59132,3.55603,3.54643,3.54521,3.54504,3.54504
0.035852,3.58796,3.5527,3.54311,3.54189,3.54172,3.54171
0.035856,3.58459,3.54937,3.53978,3.53857,3.53839,3.53839
0.03586,3.58122,3.54603,3.53646,3.53524,3.53507,3.53507
0.035864,3.57786,3.5427,3.53313,3.53192,3.53175,3.53174
0.035868,3.57449,3.53936,3.52981,3.5286,3.52842,3.52842
0.035872,3.57112,3.53603,3.52648,3.52527,3.5251,3.5251
0.035876,3.56775,3.53269,3.52316,3.52195,3.52177,3.52177
0.03588,3.56439,3.52936,3.51983,3.51862,3.51845,3.51845
0.035884,3.56102,3.52602,3.5165,3.5153,3.51512,3.51512
0.035888,3.55765,3.52269,3.51318,3.51197,3.5118,3.5118
0.035892,3.55428,3.51935,3.50985,3.50865,3.50847,3.50847
0.035896,3.55091,3.51602,3.50652,3.50532,3.50515,3.50515
0.0359,3.54755,3.51268,3.5032,3.502,3.50182,3.50182
0.035904,3.54418,3.50934,3.49987,3.49867,3.4985,3.4985
0.035908,3.54081,3.50601,3.49654,3.49535,3.49517,3.49517
0.035912,3.53744,3.50267,3.49322,3.49202,3.49185,3.49184
0.035916,3.53407,3.49934,3.48989,3.48869,3.48852,3.48852
0.03592,3.5307,3.496,3.48656,3.48537,3.4852,3.48519
0.035924,3.52733,3.49266,3.48323,3.48204,3.48187,3.48187
0.035928,3.52396,3.48933,3.47991,3.47871,3.47854,3.47854
0.035932,3.52059,3.48599,3.47658,3.47539,3.47522,3.47521
0.035936,3.51722,3.48265,3.47325,3.47206,3.47189,3.47189
0.03594,3.51385,3.47931,3.46992,3.46873,3.46856,3.46856
0.035944,3.51048,3.47598,3.46659,3.46541,3.46523,3.46523
0.035948,3.50711,3.47264,3.46326,3.46208,3.46191,3.4619
0.035952,3.50374,3.4693,3.45994,3.45875,3.45858,3.45858
0.035956,3.50037,3.46596,3.45661,3.45542,3.45525,3.45525
0.03596,3.497,3.46262,3.45328,3.45209,3.45192,3.45192
0.035964,3.49363,3.45928,3.44995,3.44877,3.4486,3.44859
0.035968,3.49025,3.45595,3.44662,3.44544,3.44527,3.44526
0.035972,3.48688,3.45261,3.44329,3.44211,3.44194,3.44194
0.035976,3.48351,3.44927,3.43996,3.43878,3.43861,3.43861
0.03598,3.48014,3.44593,3.43663,3.43545,3.43528,3.43528
0.035984,3.47677,3.44259,3.4333,3.43212,3.43195,3.43195
0.035988,3.47339,3.43925,3.42997,3.42879,3.42862,3.42862
0.035992,3.47002,3.43591,3.42664,3.42546,3.42529,3.42529
0.035996,3.46665,3.43257,3.42331,3.42213,3.42196,3.42196
0.036,3.46327,3.42923,3.41998,3.4188,3.41864,3.41863
0.036004,3.4599,3.42589,3.41664,3.41547,3.41531,3.4153
0.036008,3.45653,3.42255,3.41331,3.41214,3.41198,3.41197
0.036012,3.45315,3.41921,3.40998,3.40881,3.40864,3.40864
0.036016,3.44978,3.41587,3.40665,3.40548,3.40531,3.40531
0.03602,3.44641,3.41253,3.40332,3.40215,3.40198,3.40198
0.036024,3.44303,3.40918,3.39999,3.39882,3.39865,3.39865
0.036028,3.43966,3.40584,3.39665,3.39549,3.39532,3.39532
0.036032,3.43628,3.4025,3.39332,3.39216,3.39199,3.39199
0.036036,3.43291,3.39916,3.38999,3.38883,3.38866,3.38866
0.03604,3.42954,3.39582,3.38666,3.3855,3.38533,3.38533
0.036044,3.42616,3.39248,3.38332,3.38216,3.382,3.38199
0.036048,3.42279,3.38913,3.37999,3.37883,3.37867,3.37866
0.036052,3.41941,3.38579,3.37666,3.3755,3.37533,3.37533
0.036056,3.41603,3.38245,3.37332,3.37217,3.372,3.372
0.03606,3.41266,3.3791,3.36999,3.36883,3.36867,3.36867
0.036064,3.40928,3.37576,3.36666,3.3655,3.36534,3.36533
0.036068,3.40591,3.37242,3.36332,3.36217,3.362,3.362
0.036072,3.40253,3.36908,3.35999,3.35884,3.35867,3.35867
0.036076,3.39915,3.36573,3.35665,3.3555,3.35534,3.35534
0.03608,3.39578,3.36239,3.35332,3.35217,3.352,3.352
0.036084,3.3924,3.35904,3.34998,3.34884,3.34867,3.34867
0.036088,3.38902,3.3557,3.34665,3.3455,3.34534,3.34534
0.036092,3.38565,3.35236,3.34331,3.34217,3.342,3.342
0.036096,3.38227,3.34901,3.33998,3.33883,3.33867,3.33867
0.0361,3.37889,3.34567,3.33664,3.3355,3.33534,3.33533
0.036104,3.37551,3.34232,3.33331,3.33217,3.332,3.332
0.036108,3.37214,3.33898,3.32997,3.32883,3.32867,3.32867
0.036112,3.36876,3.33563,3.32664,3.3255,3.32533,3.32533
0.036116,3.36538,3.33229,3.3233,3.32216,3.322,3.322
0.03612,3.362,3.32894,3.31996,3.31883,3.31866,3.31866
0.036124,3.35862,3.3256,3.31663,3.31549,3.31533,3.31533
0.036128,3.35524,3.32225,3.31329,3.31216,3.31199,3.31199
0.036132,3.35187,3.3189,3.30995,3.30882,3.30866,3.30866
0.036136,3.34849,3.31556,3.30662,3.30548,3.30532,3.30532
0.03614,3.34511,3.31221,3.30328,3.30215,3.30199,3.30198
0.036144,3.34173,3.30887,3.29994,3.29881,3.29865,3.29865
0.036148,3.33835,3.30552,3.29661,3.29548,3.29531,3.29531
0.036152,3.33497,3.30217,3.29327,3.29214,3.29198,3.29198
0.036156,3.33159,3.29882,3.28993,3.2888,3.28864,3.28864
0.03616,3.32821,3.29548,3.28659,3.28547,3.2853,3.2853
0.036164,3.32483,3.29213,3.28325,3.28213,3.28197,3.28197
0.036168,3.32145,3.28878,3.27992,3.27879,3.27863,3.27863
0.036172,3.31807,3.28543,3.27658,3.27545,3.27529,3.27529
0.036176,3.31469,3.28209,3.27324,3.27212,3.27196,3.27195
0.03618,3.31131,3.27874,3.2699,3.26878,3.26862,3.26862
0.036184,3.30792,3.27539,3.26656,3.26544,3.26528,3.26528
0.036188,3.30454,3.27204,3.26322,3.2621,3.26194,3.26194
0.036192,3.30116,3.26869,3.25988,3.25877,3.2586,3.2586
0.036196,3.29778,3.26534,3.25654,3.25543,3.25527,3.25526
0.0362,3.2944,3.262,3.2532,3.25209,3.25193,3.25193
0.036204,3.29101,3.25865,3.24986,3.24875,3.24859,3.24859
0.036208,3.28763,3.2553,3.24652,3.24541,3.24525,3.24525
0.036212,3.28425,3.25195,3.24318,3.24207,3.24191,3.24191
0.036216,3.28087,3.2486,3.23984,3.23873,3.23857,3.23857
0.03622,3.27748,3.24525,3.2365,3.23539,3.23523,3.23523
0.036224,3.2741,3.2419,3.23316,3.23205,3.23189,3.23189
0.036228,3.27072,3.23855,3.22982,3.22871,3.22855,3.22855
0.036232,3.26733,3.2352,3.22648,3.22537,3.22521,3.22521
0.036236,3.26395,3.23185,3.22314,3.22203,3.22187,3.22187
0.03624,3.26057,3.2285,3.21979,3.21869,3.21853,3.21853
0.036244,3.25718,3.22515,3.21645,3.21535,3.21519,3.21519
0.036248,3.2538,3.22179,3.21311,3.21201,3.21185,3.21185
0.036252,3.25042,3.21844,3.20977,3.20867,3.20851,3.20851
0.036256,3.24703,3.21509,3.20643,3.20533,3.20517,3.20517
0.03626,3.24365,3.21174,3.20308,3.20199,3.20183,3.20183
0.036264,3.24026,3.20839,3.19974,3.19865,3.19849,3.19849
0.036268,3.23688,3.20504,3.1964,3.1953,3.19515,3.19515
0.036272,3.23349,3.20168,3.19306,3.19196,3.19181,3.1918
0.036276,3.23011,3.19833,3.18971,3.18862,3.18846,3.18846
0.03628,3.22672,3.19498,3.18637,3.18528,3.18512,3.18512
0.036284,3.22333,3.19163,3.18303,3.18194,3.18178,3.18178
0.036288,3.21995,3.18827,3.17968,3.17859,3.17844,3.17844
0.036292,3.21656,3.18492,3.17634,3.17525,3.1751,3.17509
0.036296,3.21318,3.18157,3.17299,3.17191,3.17175,3.17175
0.0363,3.20979,3.17821,3.16965,3.16857,3.16841,3.16841
0.036304,3.2064,3.17486,3.16631,3.16522,3.16507,3.16506
0.036308,3.20302,3.17151,3.16296,3.16188,3.16172,3.16172
0.036312,3.19963,3.16815,3.15962,3.15854,3.15838,3.15838
0.036316,3.19624,3.1648,3.15627,3.15519,3.15504,3.15503
0.03632,3.19285,3.16144,3.15293,3.15185,3.15169,3.15169
0.036324,3.18947,3.15809,3.14958,3.1485,3.14835,3.14835
0.036328,3.18608,3.15473,3.14624,3.14516,3.145,3.145
0.036332,3.18269,3.15138,3.14289,3.14181,3.14166,3.14166
0.036336,3.1793,3.14803,3.13954,3.13847,3.13832,3.13831
0.03634,3.17591,3.14467,3.1362,3.13513,3.13497,3.13497
0.036344,3.17253,3.14131,3.13285,3.13178,3.13163,3.13162
0.036348,3.16914,3.13796,3.12951,3.12844,3.12828,3.12828
0.036352,3.16575,3.1346,3.12616,3.12509,3.12494,3.12493
0.036356,3.16236,3.13125,3.12281,3.12174,3.12159,3.12159
0.03636,3.15897,3.12789,3.11947,3.1184,3.11825,3.11824
0.036364,3.15558,3.12454,3.11612,3.11505,3.1149,3.1149
0.036368,3.15219,3.12118,3.11277,3.11171,3.11155,3.11155
0.036372,3.1488,3.11782,3.10942,3.10836,3.10821,3.10821
0.036376,3.14541,3.11447,3.10608,3.10501,3.10486,3.10486
0.03638,3.14202,3.11111,3.10273,3.10167,3.10152,3.10151
0.036384,3.13863,3.10775,3.09938,3.09832,3.09817,3.09817
0.036388,3.13524,3.10439,3.09603,3.09497,3.09482,3.09482
0.036392,3.13185,3.10104,3.09268,3.09163,3.09147,3.09147
0.036396,3.12846,3.09768,3.08934,3.08828,3.08813,3.08813
0.0364,3.12507,3.09432,3.08599,3.08493,3.08478,3.08478
0.036404,3.12168,3.09096,3.08264,3.08158,3.08143,3.08143
0.036408,3.11829,3.0876,3.07929,3.07824,3.07809,3.07808
0.036412,3.11489,3.08425,3.07594,3.07489,3.07474,3.07473
0.036416,3.1115,3.08089,3.07259,3.07154,3.07139,3.07139
0.03642,3.10811,3.07753,3.06924,3.06819,3.06804,3.06804
0.036424,3.10472,3.07417,3.06589,3.06484,3.06469,3.06469
0.036428,3.10133,3.07081,3.06254,3.06149,3.06134,3.06134
0.036432,3.09793,3.06745,3.05919,3.05815,3.058,3.05799
0.036436,3.09454,3.06409,3.05584,3.0548,3.05465,3.05464
0.03644,3.09115,3.06073,3.05249,3.05145,3.0513,3.05129
0.036444,3.08776,3.05737,3.04914,3.0481,3.04795,3.04795
0.036448,3.08436,3.05401,3.04579,3.04475,3.0446,3.0446
0.036452,3.08097,3.05065,3.04244,3.0414,3.04125,3.04125
0.036456,3.07758,3.04729,3.03909,3.03805,3.0379,3.0379
0.03646,3.07418,3.04393,3.03574,3.0347,3.03455,3.03455
0.036464,3.07079,3.04057,3.03238,3.03135,3.0312,3.0312
0.036468,3.06739,3.03721,3.02903,3.028,3.02785,3.02785
0.036472,3.064,3.03385,3.02568,3.02465,3.0245,3.0245
0.036476,3.0606,3.03049,3.02233,3.0213,3.02115,3.02115
0.03648,3.05721,3.02713,3.01898,3.01794,3.0178,3.01779
0.036484,3.05381,3.02376,3.01562,3.01459,3.01445,3.01444
0.036488,3.05042,3.0204,3.01227,3.01124,3.01109,3.01109
0.036492,3.04702,3.01704,3.00892,3.00789,3.00774,3.00774
0.036496,3.04363,3.01368,3.00557,3.00454,3.00439,3.00439
0.0365,3.04023,3.01032,3.00221,3.00119,3.00104,3.00104
0.036504,3.03684,3.00695,2.99886,2.99783,2.99769,2.99769
0.036508,3.03344,3.00359,2.99551,2.99448,2.99434,2.99433
0.036512,3.03005,3.00023,2.99215,2.99113,2.99098,2.99098
0.036516,3.02665,2.99687,2.9888,2.98778,2.98763,2.98763
0.03652,3.02325,2.9935,2.98544,2.98442,2.98428,2.98428
0.036524,3.01986,2.99014,2.98209,2.98107,2.98093,2.98092
0.036528,3.01646,2.98678,2.97874,2.97772,2.97757,2.97757
0.036532,3.01306,2.98341,2.97538,2.97436,2.97422,2.97422
0.036536,3.00967,2.98005,2.97203,2.97101,2.97087,2.97086
0.03654,3.00627,2.97668,2.96867,2.96766,2.96751,2.96751
0.036544,3.00287,2.97332,2.96532,2.9643,2.96416,2.96416
0.036548,2.99947,2.96995,2.96196,2.96095,2.9608,2.9608
0.036552,2.99607,2.96659,2.95861,2.9576,2.95745,2.95745
0.036556,2.99268,2.96323,2.95525,2.95424,2.9541,2.95409
0.03656,2.98928,2.95986,2.95189,2.95089,2.95074,2.95074
0.036564,2.98588,2.95649,2.94854,2.94753,2.94739,2.94738
0.036568,2.98248,2.95313,2.94518,2.94418,2.94403,2.94403
0.036572,2.97908,2.94976,2.94183,2.94082,2.94068,2.94067
0.036576,2.97568,2.9464,2.93847,2.93747,2.93732,2.93732
0.03658,2.97228,2.94303,2.93511,2.93411,2.93397,2.93396
0.036584,2.96888,2.93967,2.93176,2.93075,2.93061,2.93061
0.036588,2.96548,2.9363,2.9284,2.9274,2.92725,2.92725
0.036592,2.96209,2.93293,2.92504,2.92404,2.9239,2.9239
0.036596,2.95869,2.92957,2.92168,2.92069,2.92054,2.92054
0.0366,2.95528,2.9262,2.91833,2.91733,2.91719,2.91718
0.036604,2.95188,2.92283,2.91497,2.91397,2.91383,2.91383
0.036608,2.94848,2.91947,2.91161,2.91062,2.91047,2.91047
0.036612,2.94508,2.9161,2.90825,2.90726,2.90712,2.90711
0.036616,2.94168,2.91273,2.90489,2.9039,2.90376,2.90376
0.03662,2.93828,2.90936,2.90154,2.90054,2.9004,2.9004
0.036624,2.93488,2.906,2.89818,2.89719,2.89705,2.89704
0.036628,2.93148,2.90263,2.89482,2.89383,2.89369,2.89369
0.036632,2.92808,2.89926,2.89146,2.89047,2.89033,2.89033
0.036636,2.92468,2.89589,2.8881,2.88711,2.88697,2.88697
0.03664,2.92127,2.89252,2.88474,2.88376,2.88361,2.88361
0.036644,2.91787,2.88915,2.88138,2.8804,2.88026,2.88025
0.036648,2.91447,2.88578,2.87802,2.87704,2.8769,2.8769
0.036652,2.91107,2.88241,2.87466,2.87368,2.87354,2.87354
0.036656,2.90766,2.87905,2.8713,2.87032,2.87018,2.87018
0.03666,2.90426,2.87568,2.86794,2.86696,2.86682,2.86682
0.036664,2.90086,2.87231,2.86458,2.8636,2.86346,2.86346
0.036668,2.89745,2.86894,2.86122,2.86024,2.8601,2.8601
0.036672,2.89405,2.86557,2.85786,2.85688,2.85674,2.85674
0.036676,2.89065,2.8622,2.8545,2.85352,2.85338,2.85338
0.03668,2.88724,2.85883,2.85114,2.85016,2.85002,2.85002
0.036684,2.88384,2.85546,2.84778,2.8468,2.84666,2.84666
0.036688,2.88044,2.85208,2.84441,2.84344,2.8433,2.8433
0.036692,2.87703,2.84871,2.84105,2.84008,2.83994,2.83994
0.036696,2.87363,2.84534,2.83769,2.83672,2.83658,2.83658
0.0367,2.87022,2.84197,2.83433,2.83336,2.83322,2.83322
0.036704,2.86682,2.8386,2.83097,2.83,2.82986,2.82986
0.036708,2.86341,2.83523,2.8276,2.82664,2.8265,2.8265
0.036712,2.86001,2.83186,2.82424,2.82328,2.82314,2.82314
0.036716,2.8566,2.82848,2.82088,2.81991,2.81978,2.81977
0.03672,2.85319,2.82511,2.81752,2.81655,2.81641,2.81641
0.036724,2.84979,2.82174,2.81415,2.81319,2.81305,2.81305
0.036728,2.84638,2.81837,2.81079,2.80983,2.80969,2.80969
0.036732,2.84298,2.81499,2.80743,2.80647,2.80633,2.80633
0.036736,2.83957,2.81162,2.80406,2.8031,2.80297,2.80296
0.03674,2.83616,2.80825,2.8007,2.79974,2.7996,2.7996
0.036744,2.83276,2.80487,2.79733,2.79638,2.79624,2.79624
0.036748,2.82935,2.8015,2.79397,2.79301,2.79288,2.79288
0.036752,2.82594,2.79813,2.7906,2.78965,2.78951,2.78951
0.036756,2.82254,2.79475,2.78724,2.78629,2.78615,2.78615
0.03676,2.81913,2.79138,2.78388,2.78292,2.78279,2.78279
0.036764,2.81572,2.788,2.78051,2.77956,2.77942,2.77942
0.036768,2.81231,2.78463,2.77714,2.7762,2.77606,2.77606
0.036772,2.8089,2.78126,2.77378,2.77283,2.7727,2.77269
0.036776,2.8055,2.77788,2.77041,2.76947,2.76933,2.76933
0.03678,2.80209,2.77451,2.76705,2.7661,2.76597,2.76597
0.036784,2.79868,2.77113,2.76368,2.76274,2.7626,2.7626
0.036788,2.79527,2.76776,2.76032,2.75937,2.75924,2.75924
0.036792,2.79186,2.76438,2.75695,2.75601,2.75587,2.75587
0.036796,2.78845,2.761,2.75358,2.75264,2.75251,2.75251
0.0368,2.78504,2.75763,2.75022,2.74928,2.74914,2.74914
0.036804,2.78163,2.75425,2.74685,2.74591,2.74578,2.74578
0.036808,2.77822,2.75088,2.74348,2.74255,2.74241,2.74241
0.036812,2.77481,2.7475,2.74012,2.73918,2.73905,2.73904
0.036816,2.7714,2.74412,2.73675,2.73581,2.73568,2.73568
0.03682,2.76799,2.74075,2.73338,2.73245,2.73231,2.73231
0.036824,2.76458,2.73737,2.73001,2.72908,2.72895,2.72895
0.036828,2.76117,2.73399,2.72665,2.72571,2.72558,2.72558
0.036832,2.75776,2.73061,2.72328,2.72235,2.72221,2.72221
0.036836,2.75435,2.72724,2.71991,2.71898,2.71885,2.71885
0.03684,2.75094,2.72386,2.71654,2.71561,2.71548,2.71548
0.036844,2.74753,2.72048,2.71317,2.71225,2.71211,2.71211
0.036848,2.74412,2.7171,2.7098,2.70888,2.70875,2.70874
0.036852,2.7407,2.71373,2.70643,2.70551,2.70538,2.70538
0.036856,2.73729,2.71035,2.70306,2.70214,2.70201,2.70201
0.03686,2.73388,2.70697,2.6997,2.69877,2.69864,2.69864
0.036864,2.73047,2.70359,2.69633,2.69541,2.69527,2.69527
0.036868,2.72706,2.70021,2.69296,2.69204,2.69191,2.6919
0.036872,2.72364,2.69683,2.68959,2.68867,2.68854,2.68853
0.036876,2.72023,2.69345,2.68622,2.6853,2.68517,2.68517
0.03688,2.71682,2.69007,2.68285,2.68193,2.6818,2.6818
0.036884,2.7134,2.68669,2.67948,2.67856,2.67843,2.67843
0.036888,2.70999,2.68331,2.6761,2.67519,2.67506,2.67506
0.036892,2.70658,2.67993,2.67273,2.67182,2.67169,2.67169
0.036896,2.70316,2.67655,2.66936,2.66845,2.66832,2.66832
0.0369,2.69975,2.67317,2.66599,2.66508,2.66495,2.66495
0.036904,2.69633,2.66979,2.66262,2.66171,2.66158,2.66158
0.036908,2.69292,2.66641,2.65925,2.65834,2.65821,2.65821
